Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Batsman,Year,Start Date
10,10,16,62.5,2,0,Sri Lanka,Dambulla,08/22/2010,MS Dhoni ,2010,2010
38,38,75,50.66,3,0,New Zealand,Dambulla,08/25/2010,MS Dhoni ,2010,2010
67,67,100,67.0,5,1,Sri Lanka,Dambulla,08/28/2010,MS Dhoni ,2010,2010
0,0,1,0.0,0,0,Australia,Visakhapatnam,10/20/2010,MS Dhoni ,2010,2010
25,25,35,71.42,1,0,South Africa,Durban,01/12/2011,MS Dhoni ,2011,2011
38,38,61,62.29,1,0,South Africa,Johannesburg,01/15/2011,MS Dhoni ,2011,2011
5,5,12,41.66,1,0,South Africa,Cape Town,01/18/2011,MS Dhoni ,2011,2011
2,2,8,25.0,0,0,South Africa,Port Elizabeth,01/21/2011,MS Dhoni ,2011,2011
5,5,10,50.0,1,0,South Africa,Centurion,01/23/2011,MS Dhoni ,2011,2011
31,31,25,124.0,3,1,England,Bengaluru,02/27/2011,MS Dhoni ,2011,2011
34,34,50,68.0,2,0,Ireland,Bengaluru,03/06/2011,MS Dhoni ,2011,2011
19*,19,40,47.5,2,0,Netherlands,Delhi,03/09/2011,MS Dhoni ,2011,2011
12*,12,21,57.14,0,0,South Africa,Nagpur,03/12/2011,MS Dhoni ,2011,2011
22,22,30,73.33,1,0,West Indies,Chennai,03/20/2011,MS Dhoni ,2011,2011
7,7,8,87.5,1,0,Australia,Ahmedabad,03/24/2011,MS Dhoni ,2011,2011
25,25,42,59.52,2,0,Pakistan,Mohali,03/30/2011,MS Dhoni ,2011,2011
91*,91,79,115.18,8,2,Sri Lanka,Mumbai,04/02/2011,MS Dhoni ,2011,2011
33,33,36,91.66,2,0,England,Chester-le-Street,09/03/2011,MS Dhoni ,2011,2011
6,6,5,120.0,1,0,England,Southampton,09/06/2011,MS Dhoni ,2011,2011
69,69,103,66.99,5,0,England,The Oval,09/09/2011,MS Dhoni ,2011,2011
78*,78,71,109.85,6,3,England,Lord's,09/11/2011,MS Dhoni ,2011,2011
50*,50,26,192.3,5,2,England,Cardiff,09/16/2011,MS Dhoni ,2011,2011
87*,87,70,124.28,10,1,England,Hyderabad (Deccan),10/14/2011,MS Dhoni ,2011,2011
35*,35,31,112.9,3,0,England,Mohali,10/20/2011,MS Dhoni ,2011,2011
15*,15,18,83.33,1,1,England,Mumbai,10/23/2011,MS Dhoni ,2011,2011
75*,75,69,108.69,3,4,England,Kolkata,10/25/2011,MS Dhoni ,2011,2011
29,29,38,76.31,1,0,Australia,Melbourne,02/05/2012,MS Dhoni ,2012,2012
4,4,5,80.0,1,0,Sri Lanka,Perth,02/08/2012,MS Dhoni ,2012,2012
44*,44,58,75.86,0,1,Australia,Adelaide,02/12/2012,MS Dhoni ,2012,2012
58*,58,69,84.05,3,1,Sri Lanka,Adelaide,02/14/2012,MS Dhoni ,2012,2012
56,56,84,66.66,2,1,Australia,Brisbane,02/19/2012,MS Dhoni ,2012,2012
14,14,49,28.57,0,0,Australia,Sydney,02/26/2012,MS Dhoni ,2012,2012
46*,46,26,176.92,6,1,Sri Lanka,Dhaka,03/13/2012,MS Dhoni ,2012,2012
21*,21,11,190.9,2,0,Bangladesh,Dhaka,03/16/2012,MS Dhoni ,2012,2012
4*,4,1,400.0,1,0,Pakistan,Dhaka,03/18/2012,MS Dhoni ,2012,2012
35,35,29,120.68,3,1,Sri Lanka,Hambantota,07/21/2012,MS Dhoni ,2012,2012
11,11,16,68.75,2,0,Sri Lanka,Hambantota,07/24/2012,MS Dhoni ,2012,2012
31,31,49,63.26,1,0,Sri Lanka,Colombo (RPS),07/28/2012,MS Dhoni ,2012,2012
58,58,38,152.63,8,1,Sri Lanka,Pallekele,08/04/2012,MS Dhoni ,2012,2012
113*,113,125,90.4,7,3,Pakistan,Chennai,12/30/2012,MS Dhoni ,2012,2012
54*,54,89,60.67,4,1,Pakistan,Kolkata,01/03/2013,MS Dhoni ,2013,2013
36,36,55,65.45,1,3,Pakistan,Delhi,01/06/2013,MS Dhoni ,2013,2013
32,32,25,128.0,0,4,England,Rajkot,01/11/2013,MS Dhoni ,2013,2013
72,72,66,109.09,7,2,England,Kochi,01/15/2013,MS Dhoni ,2013,2013
10*,10,12,83.33,2,0,England,Ranchi,01/19/2013,MS Dhoni ,2013,2013
19,19,21,90.47,2,0,England,Mohali,01/23/2013,MS Dhoni ,2013,2013
15,15,23,65.21,2,0,England,Dharamsala,01/27/2013,MS Dhoni ,2013,2013
27,27,26,103.84,3,0,South Africa,Cardiff,06/06/2013,MS Dhoni ,2013,2013
0,0,4,0.0,0,0,England,Birmingham,06/23/2013,MS Dhoni ,2013,2013
27,27,35,77.14,1,0,West Indies,Kingston,06/30/2013,MS Dhoni ,2013,2013
45*,45,52,86.53,5,2,Sri Lanka,Port of Spain,07/11/2013,MS Dhoni ,2013,2013
19,19,22,86.36,2,0,Australia,Pune,10/13/2013,MS Dhoni ,2013,2013
139*,139,121,114.87,12,5,Australia,Mohali,10/19/2013,MS Dhoni ,2013,2013
25*,25,23,108.69,2,0,Australia,Nagpur,10/30/2013,MS Dhoni ,2013,2013
62,62,38,163.15,7,2,Australia,Bengaluru,11/02/2013,MS Dhoni ,2013,2013
13*,13,7,185.71,3,0,West Indies,Kochi,11/21/2013,MS Dhoni ,2013,2013
51*,51,40,127.5,3,4,West Indies,Visakhapatnam,11/24/2013,MS Dhoni ,2013,2013
23*,23,23,100.0,3,0,West Indies,Kanpur,11/27/2013,MS Dhoni ,2013,2013
65,65,71,91.54,8,1,South Africa,Johannesburg,12/05/2013,MS Dhoni ,2013,2013
19,19,31,61.29,0,0,South Africa,Durban,12/08/2013,MS Dhoni ,2013,2013
40,40,46,86.95,2,2,New Zealand,Napier,01/19/2014,MS Dhoni ,2014,2014
56,56,44,127.27,7,1,New Zealand,Hamilton,01/22/2014,MS Dhoni ,2014,2014
50,50,60,83.33,2,3,New Zealand,Auckland,01/25/2014,MS Dhoni ,2014,2014
79*,79,73,108.21,6,3,New Zealand,Hamilton,01/28/2014,MS Dhoni ,2014,2014
47,47,72,65.27,3,0,New Zealand,Wellington,01/31/2014,MS Dhoni ,2014,2014
52,52,51,101.96,6,0,England,Cardiff,08/27/2014,MS Dhoni ,2014,2014
29,29,42,69.04,1,1,England,Leeds,09/05/2014,MS Dhoni ,2014,2014
8,8,21,38.09,0,0,West Indies,Kochi,10/08/2014,MS Dhoni ,2014,2014
51*,51,40,127.5,5,1,West Indies,Delhi,10/11/2014,MS Dhoni ,2014,2014
6,6,5,120.0,0,0,West Indies,Dharamsala,10/17/2014,MS Dhoni ,2014,2014
19,19,31,61.29,2,0,Australia,Melbourne,01/18/2015,MS Dhoni ,2015,2015
34,34,61,55.73,1,0,England,Brisbane,01/20/2015,MS Dhoni ,2015,2015
17,17,32,53.12,3,0,England,Perth,01/30/2015,MS Dhoni ,2015,2015
18,18,13,138.46,1,1,Pakistan,Adelaide,02/15/2015,MS Dhoni ,2015,2015
18,18,11,163.63,3,0,South Africa,Melbourne,02/22/2015,MS Dhoni ,2015,2015
45*,45,56,80.35,3,1,West Indies,Perth,03/06/2015,MS Dhoni ,2015,2015
85*,85,76,111.84,8,2,Zimbabwe,Auckland,03/14/2015,MS Dhoni ,2015,2015
6,6,11,54.54,0,0,Bangladesh,Melbourne,03/19/2015,MS Dhoni ,2015,2015
65,65,65,100.0,3,2,Australia,Sydney,03/26/2015,MS Dhoni ,2015,2015
5,5,7,71.42,0,0,Bangladesh,Dhaka,06/18/2015,MS Dhoni ,2015,2015
47,47,75,62.66,3,0,Bangladesh,Dhaka,06/21/2015,MS Dhoni ,2015,2015
69,69,77,89.61,6,1,Bangladesh,Dhaka,06/24/2015,MS Dhoni ,2015,2015
31,31,30,103.33,1,0,South Africa,Kanpur,10/11/2015,MS Dhoni ,2015,2015
92*,92,86,106.97,7,4,South Africa,Indore,10/14/2015,MS Dhoni ,2015,2015
47,47,61,77.04,5,0,South Africa,Rajkot,10/18/2015,MS Dhoni ,2015,2015
15,15,16,93.75,1,0,South Africa,Chennai,10/22/2015,MS Dhoni ,2015,2015
27,27,29,93.1,3,0,South Africa,Mumbai,10/25/2015,MS Dhoni ,2015,2015
18,18,13,138.46,1,1,Australia,Perth,01/12/2016,MS Dhoni ,2016,2016
11,11,10,110.0,0,0,Australia,Brisbane,01/15/2016,MS Dhoni ,2016,2016
23,23,9,255.55,2,2,Australia,Melbourne,01/17/2016,MS Dhoni ,2016,2016
0,0,3,0.0,0,0,Australia,Canberra,01/20/2016,MS Dhoni ,2016,2016
34,34,42,80.95,1,1,Australia,Sydney,01/23/2016,MS Dhoni ,2016,2016
21,21,24,87.5,1,1,New Zealand,Dharamsala,10/16/2016,MS Dhoni ,2016,2016
39,39,65,60.0,3,0,New Zealand,Delhi,10/20/2016,MS Dhoni ,2016,2016
80,80,91,87.91,6,3,New Zealand,Mohali,10/23/2016,MS Dhoni ,2016,2016
11,11,31,35.48,0,0,New Zealand,Ranchi,10/26/2016,MS Dhoni ,2016,2016
41,41,59,69.49,4,1,New Zealand,Visakhapatnam,10/29/2016,MS Dhoni ,2016,2016
6,6,6,100.0,1,0,England,Pune,01/15/2017,MS Dhoni ,2017,2017
134,134,122,109.83,10,6,England,Cuttack,01/19/2017,MS Dhoni ,2017,2017
25,25,36,69.44,1,1,England,Kolkata,01/22/2017,MS Dhoni ,2017,2017
63,63,52,121.15,7,2,Sri Lanka,The Oval,06/08/2017,MS Dhoni ,2017,2017
4,4,16,25.0,0,0,Pakistan,The Oval,06/18/2017,MS Dhoni ,2017,2017
9*,9,9,100.0,1,0,West Indies,Port of Spain,06/23/2017,MS Dhoni ,2017,2017
13*,13,13,100.0,1,0,West Indies,Port of Spain,06/25/2017,MS Dhoni ,2017,2017
78*,78,79,98.73,4,2,West Indies,North Sound,06/30/2017,MS Dhoni ,2017,2017
54,54,114,47.36,1,0,West Indies,North Sound,07/02/2017,MS Dhoni ,2017,2017
45*,45,68,66.17,1,0,Sri Lanka,Pallekele,08/24/2017,MS Dhoni ,2017,2017
67*,67,86,77.9,4,1,Sri Lanka,Pallekele,08/27/2017,MS Dhoni ,2017,2017
49*,49,42,116.66,5,1,Sri Lanka,Colombo (RPS),08/31/2017,MS Dhoni ,2017,2017
1*,1,1,100.0,0,0,Sri Lanka,Colombo (RPS),09/03/2017,MS Dhoni ,2017,2017
79,79,88,89.77,4,2,Australia,Chennai,09/17/2017,MS Dhoni ,2017,2017
5,5,10,50.0,1,0,Australia,Kolkata,09/21/2017,MS Dhoni ,2017,2017
3*,3,6,50.0,0,0,Australia,Indore,09/24/2017,MS Dhoni ,2017,2017
13,13,10,130.0,1,1,Australia,Bengaluru,09/28/2017,MS Dhoni ,2017,2017
25,25,42,59.52,2,0,New Zealand,Mumbai,10/22/2017,MS Dhoni ,2017,2017
18*,18,21,85.71,3,0,New Zealand,Pune,10/25/2017,MS Dhoni ,2017,2017
25,25,17,147.05,3,0,New Zealand,Kanpur,10/29/2017,MS Dhoni ,2017,2017
65,65,87,74.71,10,2,Sri Lanka,Dharamsala,12/10/2017,MS Dhoni ,2017,2017
7,7,5,140.0,0,1,Sri Lanka,Mohali,12/13/2017,MS Dhoni ,2017,2017
4*,4,3,133.33,1,0,South Africa,Durban,02/01/2018,MS Dhoni ,2018,2018
10,10,22,45.45,0,0,South Africa,Cape Town,02/07/2018,MS Dhoni ,2018,2018
42*,42,43,97.67,3,1,South Africa,Johannesburg,02/10/2018,MS Dhoni ,2018,2018
13,13,17,76.47,1,0,South Africa,Port Elizabeth,02/13/2018,MS Dhoni ,2018,2018
37,37,59,62.71,2,0,England,Lord's,07/14/2018,MS Dhoni ,2018,2018
42,42,66,63.63,4,0,England,Leeds,07/17/2018,MS Dhoni ,2018,2018
0,0,3,0.0,0,0,Hong Kong,Dubai (DSC),09/18/2018,MS Dhoni ,2018,2018
33,33,37,89.18,3,0,Bangladesh,Dubai (DSC),09/21/2018,MS Dhoni ,2018,2018
8,8,17,47.05,0,0,Afghanistan,Dubai (DSC),09/25/2018,MS Dhoni ,2018,2018
36,36,67,53.73,3,0,Bangladesh,Dubai (DSC),09/28/2018,MS Dhoni ,2018,2018
20,20,25,80.0,0,1,West Indies,Visakhapatnam,10/24/2018,MS Dhoni ,2018,2018
7,7,11,63.63,0,0,West Indies,Pune,10/27/2018,MS Dhoni ,2018,2018
23,23,15,153.33,2,0,West Indies,Mumbai (BS),10/29/2018,MS Dhoni ,2018,2018
51,51,96,53.12,3,1,Australia,Sydney,01/12/2019,MS Dhoni ,2019,2019
55*,55,54,101.85,0,2,Australia,Adelaide,01/15/2019,MS Dhoni ,2019,2019
87*,87,114,76.31,6,0,Australia,Melbourne,01/18/2019,MS Dhoni ,2019,2019
48*,48,33,145.45,5,1,New Zealand,Mount Maunganui,01/26/2019,MS Dhoni ,2019,2019
1,1,6,16.66,0,0,New Zealand,Wellington,02/03/2019,MS Dhoni ,2019,2019
59*,59,72,81.94,6,1,Australia,Hyderabad (Deccan),03/02/2019,MS Dhoni ,2019,2019
0,0,1,0.0,0,0,Australia,Nagpur,03/05/2019,MS Dhoni ,2019,2019
26,26,42,61.9,2,1,Australia,Ranchi,03/08/2019,MS Dhoni ,2019,2019
45,45,64,70.31,4,0,New Zealand,Wellington,02/03/2019,Vijay Shankar,2019,2019
46,46,41,112.19,5,1,Australia,Nagpur,03/05/2019,Vijay Shankar,2019,2019
32,32,30,106.66,4,0,Australia,Ranchi,03/08/2019,Vijay Shankar,2019,2019
26,26,15,173.33,1,2,Australia,Mohali,03/10/2019,Vijay Shankar,2019,2019
16,16,21,76.19,0,1,Australia,Delhi,03/13/2019,Vijay Shankar,2019,2019
100*,100,115,86.95,7,1,Zimbabwe,Harare,06/11/2016,K. L. Rahul,2016,2016
33,33,50,66.0,4,0,Zimbabwe,Harare,06/13/2016,K. L. Rahul,2016,2016
63*,63,70,90.0,4,2,Zimbabwe,Harare,06/15/2016,K. L. Rahul,2016,2016
8,8,18,44.44,1,0,England,Pune,01/15/2017,K. L. Rahul,2017,2017
5,5,5,100.0,1,0,England,Cuttack,01/19/2017,K. L. Rahul,2017,2017
11,11,11,100.0,1,1,England,Kolkata,01/22/2017,K. L. Rahul,2017,2017
4,4,6,66.66,0,0,Sri Lanka,Pallekele,08/24/2017,K. L. Rahul,2017,2017
17,17,24,70.83,2,0,Sri Lanka,Pallekele,08/27/2017,K. L. Rahul,2017,2017
7,7,8,87.5,0,0,Sri Lanka,Colombo (RPS),08/31/2017,K. L. Rahul,2017,2017
9*,9,18,50.0,0,0,England,Nottingham,07/12/2018,K. L. Rahul,2018,2018
0,0,2,0.0,0,0,England,Lord's,07/14/2018,K. L. Rahul,2018,2018
60,60,66,90.9,5,1,Afghanistan,Dubai (DSC),09/25/2018,K. L. Rahul,2018,2018
26,26,31,83.87,1,0,Australia,Mohali,03/10/2019,K. L. Rahul,2019,2019
0,0,2,0.0,0,0,Australia,Visakhapatnam,10/20/2010,Shikhar Dhawan,2010,2010
51,51,76,67.1,3,1,West Indies,Port of Spain,06/06/2011,Shikhar Dhawan,2011,2011
3,3,4,75.0,0,0,West Indies,Port of Spain,06/08/2011,Shikhar Dhawan,2011,2011
4,4,15,26.66,0,0,West Indies,North Sound,06/11/2011,Shikhar Dhawan,2011,2011
11,11,26,42.3,1,0,West Indies,Kingston,06/16/2011,Shikhar Dhawan,2011,2011
114,114,94,121.27,12,1,South Africa,Cardiff,06/06/2013,Shikhar Dhawan,2013,2013
102*,102,107,95.32,10,1,West Indies,The Oval,06/11/2013,Shikhar Dhawan,2013,2013
48,48,41,117.07,5,0,Pakistan,Birmingham,06/15/2013,Shikhar Dhawan,2013,2013
68,68,92,73.91,6,1,Sri Lanka,Cardiff,06/20/2013,Shikhar Dhawan,2013,2013
31,31,24,129.16,2,1,England,Birmingham,06/23/2013,Shikhar Dhawan,2013,2013
11,11,10,110.0,2,0,West Indies,Kingston,06/30/2013,Shikhar Dhawan,2013,2013
24,24,42,57.14,3,0,Sri Lanka,Kingston,07/02/2013,Shikhar Dhawan,2013,2013
69,69,77,89.61,8,2,West Indies,Port of Spain,07/05/2013,Shikhar Dhawan,2013,2013
15,15,16,93.75,2,0,Sri Lanka,Port of Spain,07/09/2013,Shikhar Dhawan,2013,2013
16,16,35,45.71,2,0,Sri Lanka,Port of Spain,07/11/2013,Shikhar Dhawan,2013,2013
17,17,21,80.95,3,0,Zimbabwe,Harare,07/24/2013,Shikhar Dhawan,2013,2013
116,116,127,91.33,11,2,Zimbabwe,Harare,07/26/2013,Shikhar Dhawan,2013,2013
35,35,32,109.37,5,0,Zimbabwe,Harare,07/28/2013,Shikhar Dhawan,2013,2013
41,41,38,107.89,6,1,Zimbabwe,Bulawayo,08/03/2013,Shikhar Dhawan,2013,2013
7,7,15,46.66,1,0,Australia,Pune,10/13/2013,Shikhar Dhawan,2013,2013
95,95,86,110.46,14,0,Australia,Jaipur,10/16/2013,Shikhar Dhawan,2013,2013
8,8,6,133.33,2,0,Australia,Mohali,10/19/2013,Shikhar Dhawan,2013,2013
14*,14,12,116.66,3,0,Australia,Ranchi,10/23/2013,Shikhar Dhawan,2013,2013
100,100,102,98.03,11,0,Australia,Nagpur,10/30/2013,Shikhar Dhawan,2013,2013
60,60,57,105.26,9,0,Australia,Bengaluru,11/02/2013,Shikhar Dhawan,2013,2013
5,5,6,83.33,1,0,West Indies,Kochi,11/21/2013,Shikhar Dhawan,2013,2013
35,35,37,94.59,5,0,West Indies,Visakhapatnam,11/24/2013,Shikhar Dhawan,2013,2013
119,119,95,125.26,20,0,West Indies,Kanpur,11/27/2013,Shikhar Dhawan,2013,2013
12,12,13,92.3,3,0,South Africa,Johannesburg,12/05/2013,Shikhar Dhawan,2013,2013
0,0,2,0.0,0,0,South Africa,Durban,12/08/2013,Shikhar Dhawan,2013,2013
32,32,46,69.56,3,0,New Zealand,Napier,01/19/2014,Shikhar Dhawan,2014,2014
12,12,22,54.54,2,0,New Zealand,Hamilton,01/22/2014,Shikhar Dhawan,2014,2014
28,28,25,112.0,4,1,New Zealand,Auckland,01/25/2014,Shikhar Dhawan,2014,2014
9,9,28,32.14,1,0,New Zealand,Wellington,01/31/2014,Shikhar Dhawan,2014,2014
28,28,44,63.63,5,0,Bangladesh,Fatullah,02/26/2014,Shikhar Dhawan,2014,2014
94,94,114,82.45,7,1,Sri Lanka,Fatullah,02/28/2014,Shikhar Dhawan,2014,2014
10,10,13,76.92,2,0,Pakistan,Dhaka,03/02/2014,Shikhar Dhawan,2014,2014
60,60,78,76.92,4,1,Afghanistan,Dhaka,03/05/2014,Shikhar Dhawan,2014,2014
11,11,22,50.0,2,0,England,Cardiff,08/27/2014,Shikhar Dhawan,2014,2014
16,16,23,69.56,1,0,England,Nottingham,08/30/2014,Shikhar Dhawan,2014,2014
97*,97,81,119.75,11,4,England,Birmingham,09/02/2014,Shikhar Dhawan,2014,2014
31,31,44,70.45,4,1,England,Leeds,09/05/2014,Shikhar Dhawan,2014,2014
68,68,92,73.91,9,0,West Indies,Kochi,10/08/2014,Shikhar Dhawan,2014,2014
1,1,9,11.11,0,0,West Indies,Delhi,10/11/2014,Shikhar Dhawan,2014,2014
35,35,35,100.0,6,1,West Indies,Dharamsala,10/17/2014,Shikhar Dhawan,2014,2014
113,113,107,105.6,14,3,Sri Lanka,Cuttack,11/02/2014,Shikhar Dhawan,2014,2014
79,79,80,98.75,7,1,Sri Lanka,Ahmedabad,11/06/2014,Shikhar Dhawan,2014,2014
91,91,79,115.18,8,1,Sri Lanka,Hyderabad (Deccan),11/09/2014,Shikhar Dhawan,2014,2014
2,2,4,50.0,0,0,Australia,Melbourne,01/18/2015,Shikhar Dhawan,2015,2015
1,1,5,20.0,0,0,England,Brisbane,01/20/2015,Shikhar Dhawan,2015,2015
8,8,13,61.53,0,0,Australia,Sydney,01/26/2015,Shikhar Dhawan,2015,2015
38,38,65,58.46,4,0,England,Perth,01/30/2015,Shikhar Dhawan,2015,2015
73,73,76,96.05,7,1,Pakistan,Adelaide,02/15/2015,Shikhar Dhawan,2015,2015
137,137,146,93.83,16,2,South Africa,Melbourne,02/22/2015,Shikhar Dhawan,2015,2015
14,14,17,82.35,3,0,U.A.E.,Perth,02/28/2015,Shikhar Dhawan,2015,2015
9,9,14,64.28,1,0,West Indies,Perth,03/06/2015,Shikhar Dhawan,2015,2015
100,100,85,117.64,11,5,Ireland,Hamilton,03/10/2015,Shikhar Dhawan,2015,2015
4,4,20,20.0,1,0,Zimbabwe,Auckland,03/14/2015,Shikhar Dhawan,2015,2015
30,30,50,60.0,3,0,Bangladesh,Melbourne,03/19/2015,Shikhar Dhawan,2015,2015
45,45,41,109.75,6,1,Australia,Sydney,03/26/2015,Shikhar Dhawan,2015,2015
30,30,38,78.94,3,0,Bangladesh,Dhaka,06/18/2015,Shikhar Dhawan,2015,2015
53,53,60,88.33,7,0,Bangladesh,Dhaka,06/21/2015,Shikhar Dhawan,2015,2015
75,75,73,102.73,10,0,Bangladesh,Dhaka,06/24/2015,Shikhar Dhawan,2015,2015
23,23,28,82.14,5,0,South Africa,Kanpur,10/11/2015,Shikhar Dhawan,2015,2015
23,23,34,67.64,4,0,South Africa,Indore,10/14/2015,Shikhar Dhawan,2015,2015
13,13,29,44.82,2,0,South Africa,Rajkot,10/18/2015,Shikhar Dhawan,2015,2015
7,7,15,46.66,0,0,South Africa,Chennai,10/22/2015,Shikhar Dhawan,2015,2015
60,60,59,101.69,8,0,South Africa,Mumbai,10/25/2015,Shikhar Dhawan,2015,2015
9,9,22,40.9,1,0,Australia,Perth,01/12/2016,Shikhar Dhawan,2016,2016
6,6,4,150.0,1,0,Australia,Brisbane,01/15/2016,Shikhar Dhawan,2016,2016
68,68,91,74.72,9,0,Australia,Melbourne,01/17/2016,Shikhar Dhawan,2016,2016
126,126,113,111.5,14,2,Australia,Canberra,01/20/2016,Shikhar Dhawan,2016,2016
78,78,56,139.28,7,3,Australia,Sydney,01/23/2016,Shikhar Dhawan,2016,2016
1,1,10,10.0,0,0,England,Pune,01/15/2017,Shikhar Dhawan,2017,2017
11,11,15,73.33,2,0,England,Cuttack,01/19/2017,Shikhar Dhawan,2017,2017
68,68,65,104.61,6,1,Pakistan,Birmingham,06/04/2017,Shikhar Dhawan,2017,2017
125,125,128,97.65,15,1,Sri Lanka,The Oval,06/08/2017,Shikhar Dhawan,2017,2017
78,78,83,93.97,12,1,South Africa,The Oval,06/11/2017,Shikhar Dhawan,2017,2017
46,46,34,135.29,7,1,Bangladesh,Birmingham,06/15/2017,Shikhar Dhawan,2017,2017
21,21,22,95.45,4,0,Pakistan,The Oval,06/18/2017,Shikhar Dhawan,2017,2017
87,87,92,94.56,8,2,West Indies,Port of Spain,06/23/2017,Shikhar Dhawan,2017,2017
63,63,59,106.77,10,0,West Indies,Port of Spain,06/25/2017,Shikhar Dhawan,2017,2017
2,2,6,33.33,0,0,West Indies,North Sound,06/30/2017,Shikhar Dhawan,2017,2017
5,5,7,71.42,0,0,West Indies,North Sound,07/02/2017,Shikhar Dhawan,2017,2017
4,4,3,133.33,1,0,West Indies,Kingston,07/06/2017,Shikhar Dhawan,2017,2017
132*,132,90,146.66,20,3,Sri Lanka,Dambulla,08/20/2017,Shikhar Dhawan,2017,2017
49,49,50,98.0,6,1,Sri Lanka,Pallekele,08/24/2017,Shikhar Dhawan,2017,2017
5,5,3,166.66,1,0,Sri Lanka,Pallekele,08/27/2017,Shikhar Dhawan,2017,2017
4,4,6,66.66,1,0,Sri Lanka,Colombo (RPS),08/31/2017,Shikhar Dhawan,2017,2017
9,9,12,75.0,1,0,New Zealand,Mumbai,10/22/2017,Shikhar Dhawan,2017,2017
68,68,84,80.95,5,2,New Zealand,Pune,10/25/2017,Shikhar Dhawan,2017,2017
14,14,20,70.0,3,0,New Zealand,Kanpur,10/29/2017,Shikhar Dhawan,2017,2017
0,0,6,0.0,0,0,Sri Lanka,Dharamsala,12/10/2017,Shikhar Dhawan,2017,2017
68,68,67,101.49,9,0,Sri Lanka,Mohali,12/13/2017,Shikhar Dhawan,2017,2017
100*,100,85,117.64,13,2,Sri Lanka,Visakhapatnam,12/17/2017,Shikhar Dhawan,2017,2017
35,35,29,120.68,6,0,South Africa,Durban,02/01/2018,Shikhar Dhawan,2018,2018
51*,51,56,91.07,9,0,South Africa,Centurion,02/04/2018,Shikhar Dhawan,2018,2018
76,76,63,120.63,12,0,South Africa,Cape Town,02/07/2018,Shikhar Dhawan,2018,2018
109,109,105,103.8,10,2,South Africa,Johannesburg,02/10/2018,Shikhar Dhawan,2018,2018
34,34,23,147.82,8,0,South Africa,Port Elizabeth,02/13/2018,Shikhar Dhawan,2018,2018
18,18,34,52.94,2,0,South Africa,Centurion,02/16/2018,Shikhar Dhawan,2018,2018
40,40,27,148.14,8,0,England,Nottingham,07/12/2018,Shikhar Dhawan,2018,2018
36,36,30,120.0,6,0,England,Lord's,07/14/2018,Shikhar Dhawan,2018,2018
44,44,49,89.79,7,0,England,Leeds,07/17/2018,Shikhar Dhawan,2018,2018
127,127,120,105.83,15,2,Hong Kong,Dubai (DSC),09/18/2018,Shikhar Dhawan,2018,2018
46,46,54,85.18,6,1,Pakistan,Dubai (DSC),09/19/2018,Shikhar Dhawan,2018,2018
40,40,47,85.1,4,1,Bangladesh,Dubai (DSC),09/21/2018,Shikhar Dhawan,2018,2018
114,114,100,114.0,16,2,Pakistan,Dubai (DSC),09/23/2018,Shikhar Dhawan,2018,2018
15,15,14,107.14,3,0,Bangladesh,Dubai (DSC),09/28/2018,Shikhar Dhawan,2018,2018
4,4,6,66.66,1,0,West Indies,Guwahati,10/21/2018,Shikhar Dhawan,2018,2018
29,29,30,96.66,4,1,West Indies,Visakhapatnam,10/24/2018,Shikhar Dhawan,2018,2018
35,35,45,77.77,5,0,West Indies,Pune,10/27/2018,Shikhar Dhawan,2018,2018
38,38,40,95.0,4,2,West Indies,Mumbai (BS),10/29/2018,Shikhar Dhawan,2018,2018
6,6,5,120.0,1,0,West Indies,Thiruvananthapuram,11/01/2018,Shikhar Dhawan,2018,2018
0,0,1,0.0,0,0,Australia,Sydney,01/12/2019,Shikhar Dhawan,2019,2019
32,32,28,114.28,5,0,Australia,Adelaide,01/15/2019,Shikhar Dhawan,2019,2019
23,23,46,50.0,0,0,Australia,Melbourne,01/18/2019,Shikhar Dhawan,2019,2019
75*,75,103,72.81,6,0,New Zealand,Napier,01/23/2019,Shikhar Dhawan,2019,2019
66,66,67,98.5,9,0,New Zealand,Mount Maunganui,01/26/2019,Shikhar Dhawan,2019,2019
28,28,27,103.7,6,0,New Zealand,Mount Maunganui,01/28/2019,Shikhar Dhawan,2019,2019
13,13,20,65.0,1,1,New Zealand,Hamilton,01/31/2019,Shikhar Dhawan,2019,2019
6,6,13,46.15,1,0,New Zealand,Wellington,02/03/2019,Shikhar Dhawan,2019,2019
0,0,1,0.0,0,0,Australia,Hyderabad (Deccan),03/02/2019,Shikhar Dhawan,2019,2019
21,21,29,72.41,4,0,Australia,Nagpur,03/05/2019,Shikhar Dhawan,2019,2019
1,1,10,10.0,0,0,Australia,Ranchi,03/08/2019,Shikhar Dhawan,2019,2019
143,143,115,124.34,18,3,Australia,Mohali,03/10/2019,Shikhar Dhawan,2019,2019
12,12,15,80.0,2,0,Australia,Delhi,03/13/2019,Shikhar Dhawan,2019,2019
8,8,9,88.88,0,0,South Africa,Belfast,06/26/2007,Rohit Sharma ,2007,2007
1,1,4,25.0,0,0,Australia,Hyderabad (Deccan),10/05/2007,Rohit Sharma ,2007,2007
52,52,61,85.24,3,1,Pakistan,Jaipur,11/18/2007,Rohit Sharma ,2007,2007
